GS_A_ID	GS_B_ID	ALL	GS_A_SIZE	GS_B_SIZE	OLAP	SIMILARITY	NLOGPMF	CDF	NLOGCDF
GEX000510	GEX018873	62088	5	5	5	1.0	50.39388725429308	1.0	0.0004026834831085
GEX002236	GEX013298	62088	5	9	5	0.6444444444444444	45.55760534736328	1.0	0.0007248536215633
GEX002236	GEX013589	62088	5	6	5	0.8666666666666667	48.60212778497953	1.0	0.0004832240716667
GEX002237	GEX013590	62088	5	11	5	0.5636363636363636	44.25832236325368	1.0	0.0008859464755165
GEX002237	GEX022786	62088	5	12	5	0.5333333333333333	43.71932586247567	1.0	0.0009664948488472
GEX005511	GEX119068	62088	5	10	5	0.6	44.86445816676133	1.0	0.0008053993996995
GEX005511	GEX025844	62088	5	19	5	0.4105263157894736	41.0327159925364	1.0	0.0015303697986668
GEX005511	GEX022750	62088	5	14	5	0.4857142857142857	42.79198529443238	1.0	0.0011275954886704
GEX005511	GEX091468	62088	5	19	5	0.4105263157894736	41.0327159925364	1.0	0.0015303697986668
GEX005511	GEX051619	62088	5	16	5	0.4499999999999999	42.01182673685253	1.0	0.001288701318951
GEX005511	GEX093295	62088	5	20	5	0.3999999999999999	40.745033920160495	1.0	0.0016109285539327
GEX006914	GEX070206	62088	5	5	5	1.0	50.39388725429308	1.0	0.0004026834831085
GEX007849	GEX025141	62088	5	16	5	0.4499999999999999	42.01182673685253	1.0	0.001288701318951
GEX007849	GEX027298	62088	5	6	5	0.8666666666666667	48.60212778497953	1.0	0.0004832240716667
GEX008791	GEX016253	62088	5	11	5	0.5636363636363636	44.25832236325368	1.0	0.0008859464755165
GEX013131	GEX026706	62088	5	20	5	0.3999999999999999	40.745033920160495	1.0	0.0016109285539327
GEX015725	GEX041211	62088	5	16	5	0.4499999999999999	42.01182673685253	1.0	0.001288701318951
GEX015725	GEX084810	62088	5	20	5	0.3999999999999999	40.745033920160495	1.0	0.0016109285539327
GEX015725	GEX079753	62088	5	19	5	0.4105263157894736	41.0327159925364	1.0	0.0015303697986668
GEX015725	GEX094036	62088	5	20	5	0.3999999999999999	40.745033920160495	1.0	0.0016109285539327
GEX015725	GEX046719	62088	5	15	5	0.4666666666666666	42.386520186206326	1.0	0.0012081477549368
GEX015725	GEX019931	62088	5	19	5	0.4105263157894736	41.0327159925364	1.0	0.0015303697986668
GEX015725	GEX119088	62088	5	19	5	0.4105263157894736	41.0327159925364	1.0	0.0015303697986668
GEX015725	GEX077928	62088	5	19	5	0.4105263157894736	41.0327159925364	1.0	0.0015303697986668
GEX015725	GEX029154	62088	5	19	5	0.4105263157894736	41.0327159925364	1.0	0.0015303697986668
GEX015725	GEX109359	62088	5	16	5	0.4499999999999999	42.01182673685253	1.0	0.001288701318951
GEX015725	GEX045399	62088	5	20	5	0.3999999999999999	40.745033920160495	1.0	0.0016109285539327
GEX015725	GEX036791	62088	5	17	5	0.4352941176470588	41.66352004255168	1.0	0.001369256181079
GEX015725	GEX104443	62088	5	16	5	0.4499999999999999	42.01182673685253	1.0	0.001288701318951
GEX015725	GEX064243	62088	5	9	5	0.6444444444444444	45.55760534736328	1.0	0.0007248536215633
GEX015725	GEX119769	62088	5	11	5	0.5636363636363636	44.25832236325368	1.0	0.0008859464755165
GEX015725	GEX068274	62088	5	16	5	0.4499999999999999	42.01182673685253	1.0	0.001288701318951
GEX015725	GEX103403	62088	5	16	5	0.4499999999999999	42.01182673685253	1.0	0.001288701318951
GEX015725	GEX043726	62088	5	19	5	0.4105263157894736	41.0327159925364	1.0	0.0015303697986668
GEX015725	GEX031961	62088	5	14	5	0.4857142857142857	42.79198529443238	1.0	0.0011275954886704
GEX015725	GEX036741	62088	5	20	5	0.3999999999999999	40.745033920160495	1.0	0.0016109285539327
GEX015725	GEX089829	62088	5	20	5	0.3999999999999999	40.745033920160495	1.0	0.0016109285539327
