GS_ID_A,GS_ID_B,overlap,szymkiewicz_simpson,jaccard,npmi,size_a,size_b,union,composite
GEX003300,GEX094732,9,1.0,0.2647059,0.84962964,9,34,34,0.8529412
GEX003300,GEX059419,9,1.0,0.3,0.86378986,9,30,30,0.86
GEX003300,GEX019277,9,1.0,0.31034482,0.8676253,9,29,29,0.86206895
GEX010589,GEX056014,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX010589,GEX070403,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX010589,GEX110926,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX010589,GEX017626,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX010589,GEX065394,6,1.0,0.6666667,0.9561401,9,6,9,0.93333334
GEX010589,GEX119631,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX010589,GEX092300,6,1.0,0.6666667,0.9561401,9,6,9,0.93333334
GEX010589,GEX039983,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX010589,GEX078223,6,1.0,0.6666667,0.9561401,9,6,9,0.93333334
GEX010589,GEX083907,6,1.0,0.6666667,0.9561401,9,6,9,0.93333334
GEX010589,GEX118398,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX010589,GEX106689,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX010589,GEX122211,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX010589,GEX118554,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX036407,GEX054287,7,1.0,0.7777778,0.9723539,9,7,9,0.95555556
GEX036407,GEX065394,6,1.0,0.6666667,0.9561401,9,6,9,0.93333334
GEX036407,GEX092300,6,1.0,0.6666667,0.9561401,9,6,9,0.93333334
GEX036407,GEX046260,7,1.0,0.7777778,0.9723539,9,7,9,0.95555556
GEX036407,GEX039983,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX036407,GEX105577,9,1.0,0.5,0.92158157,9,18,18,0.90000004
GEX036407,GEX112614,9,1.0,0.36,0.8844166,9,25,25,0.87200004
GEX036407,GEX083907,6,1.0,0.6666667,0.9561401,9,6,9,0.93333334
GEX036407,GEX122211,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX036407,GEX118554,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX036407,GEX056014,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX036407,GEX070403,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX036407,GEX071222,7,1.0,0.7777778,0.9723539,9,7,9,0.95555556
GEX036407,GEX079080,7,1.0,0.7777778,0.9723539,9,7,9,0.95555556
GEX036407,GEX110926,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX036407,GEX044888,6,1.0,0.6666667,0.9561401,9,6,9,0.93333334
GEX036407,GEX119631,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX036407,GEX055308,7,1.0,0.7777778,0.9723539,9,7,9,0.95555556
GEX036407,GEX078223,6,1.0,0.6666667,0.9561401,9,6,9,0.93333334
GEX036407,GEX118398,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX036407,GEX106689,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX036444,GEX045679,8,0.8888889,0.72727275,0.96193683,9,10,11,0.8565657
GEX036444,GEX091640,8,0.8888889,0.8,0.9736999,9,9,10,0.87111115
GEX036444,GEX054287,7,1.0,0.7777778,0.9723539,9,7,9,0.95555556
GEX036444,GEX114416,9,1.0,0.9,0.98808014,9,10,10,0.98
GEX036444,GEX094700,9,1.0,0.39130434,0.8938499,9,23,23,0.87826085
GEX036444,GEX065394,6,1.0,0.6666667,0.9561401,9,6,9,0.93333334
GEX036444,GEX067660,9,1.0,0.4090909,0.8988789,9,22,22,0.8818182
GEX036444,GEX112685,9,1.0,0.8181818,0.97729737,9,11,11,0.9636364
GEX036444,GEX071887,9,1.0,0.375,0.889035,9,24,24,0.875
GEX036444,GEX092300,6,1.0,0.6666667,0.9561401,9,6,9,0.93333334
GEX036444,GEX111479,9,1.0,0.33333334,0.8757097,9,27,27,0.8666667
GEX036444,GEX046260,7,1.0,0.7777778,0.9723539,9,7,9,0.95555556
GEX036444,GEX122138,8,0.8888889,0.72727275,0.96193683,9,10,11,0.8565657
GEX036444,GEX059028,6,1.0,0.6666667,0.9561401,9,6,9,0.93333334
GEX036444,GEX039983,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX036444,GEX067114,8,1.0,0.8888889,0.98684996,9,8,9,0.9777778
GEX036444,GEX112614,9,1.0,0.36,0.8844166,9,25,25,0.87200004
GEX036444,GEX047098,9,1.0,0.4090909,0.8988789,9,22,22,0.8818182
GEX036444,GEX086477,8,0.8888889,0.8,0.9736999,9,9,10,0.87111115
GEX036444,GEX083907,6,1.0,0.6666667,0.9561401,9,6,9,0.93333334
GEX036444,GEX106641,9,1.0,0.6,0.9422083,9,15,15,0.92
GEX036444,GEX122211,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX036444,GEX118554,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX036444,GEX123309,7,1.0,0.7777778,0.9723539,9,7,9,0.95555556
GEX036444,GEX092596,8,1.0,0.8888889,0.98684996,9,8,9,0.9777778
GEX036444,GEX037389,9,1.0,0.6,0.9422083,9,15,15,0.92
GEX036444,GEX056014,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX036444,GEX048288,9,1.0,0.2647059,0.84962964,9,34,34,0.8529412
GEX036444,GEX070403,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX036444,GEX071222,7,1.0,0.7777778,0.9723539,9,7,9,0.95555556
GEX036444,GEX079080,7,1.0,0.7777778,0.9723539,9,7,9,0.95555556
GEX036444,GEX110926,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX036444,GEX044888,6,1.0,0.6666667,0.9561401,9,6,9,0.93333334
GEX036444,GEX112643,9,1.0,0.4090909,0.8988789,9,22,22,0.8818182
GEX036444,GEX066938,9,1.0,0.75,0.9674534,9,12,12,0.95000005
GEX036444,GEX105891,9,1.0,0.5625,0.9349068,9,16,16,0.9125
GEX036444,GEX095066,9,1.0,0.36,0.8844166,9,25,25,0.87200004
GEX036444,GEX119631,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX036444,GEX099362,8,0.8888889,0.8,0.9736999,9,9,10,0.87111115
GEX036444,GEX107724,8,0.8888889,0.72727275,0.96193683,9,10,11,0.8565657
GEX036444,GEX055308,7,1.0,0.7777778,0.9723539,9,7,9,0.95555556
GEX036444,GEX078223,6,1.0,0.6666667,0.9561401,9,6,9,0.93333334
GEX036444,GEX066701,9,1.0,0.8181818,0.97729737,9,11,11,0.9636364
GEX036444,GEX091747,9,1.0,0.75,0.9674534,9,12,12,0.95000005
GEX036444,GEX118398,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX036444,GEX106689,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX036444,GEX122121,9,1.0,0.8181818,0.97729737,9,11,11,0.9636364
GEX036444,GEX112560,7,1.0,0.7777778,0.9723539,9,7,9,0.95555556
GEX037732,GEX056089,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX037959,GEX039983,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX037959,GEX122211,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX037959,GEX118554,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX037959,GEX056014,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX037959,GEX070403,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX037959,GEX110926,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX037959,GEX119631,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX037959,GEX118398,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX037959,GEX106689,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX049367,GEX079901,9,1.0,1.0,1.0,9,9,9,1.0
GEX050593,GEX079593,9,1.0,1.0,1.0,9,9,9,1.0
GEX051169,GEX107330,9,1.0,0.64285713,0.95001376,9,14,14,0.92857146
GEX051169,GEX117414,8,0.8888889,0.8,0.9736999,9,9,10,0.87111115
GEX051169,GEX088086,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX051169,GEX064243,8,0.8888889,0.8,0.9736999,9,9,10,0.87111115
GEX051169,GEX077989,8,0.8888889,0.8,0.9736999,9,9,10,0.87111115
GEX056536,GEX070403,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX056536,GEX110926,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX056536,GEX119631,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX056536,GEX118398,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX056536,GEX106689,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX056536,GEX122211,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX056536,GEX118554,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX064243,GEX087553,9,1.0,0.32142857,0.87159526,9,28,28,0.8642857
GEX064243,GEX106131,9,1.0,0.375,0.889035,9,24,24,0.875
GEX064243,GEX074954,9,1.0,0.31034482,0.8676253,9,29,29,0.86206895
GEX064243,GEX117414,8,0.8888889,0.8,0.9736999,9,9,10,0.87111115
GEX064243,GEX084810,9,1.0,0.45,0.9096617,9,20,20,0.89
GEX064243,GEX117554,9,1.0,0.28125,0.85648835,9,32,32,0.85625
GEX064243,GEX100150,9,1.0,0.25714287,0.8463502,9,35,35,0.85142857
GEX064243,GEX068990,9,1.0,0.4090909,0.8988789,9,22,22,0.8818182
GEX064243,GEX072017,9,1.0,0.33333334,0.8757097,9,27,27,0.8666667
GEX064243,GEX088086,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX064243,GEX117284,9,1.0,0.29032257,0.86008024,9,31,31,0.85806453
GEX064243,GEX075113,9,1.0,0.33333334,0.8757097,9,27,27,0.8666667
GEX064243,GEX098656,9,1.0,0.27272728,0.853007,9,33,33,0.8545455
GEX064243,GEX073610,9,1.0,0.28125,0.85648835,9,32,32,0.85625
GEX064243,GEX079067,9,1.0,0.4090909,0.8988789,9,22,22,0.8818182
GEX064243,GEX066377,9,1.0,0.33333334,0.8757097,9,27,27,0.8666667
GEX064243,GEX119591,9,1.0,0.375,0.889035,9,24,24,0.875
GEX064243,GEX119097,9,1.0,0.39130434,0.8938499,9,23,23,0.87826085
GEX064243,GEX072728,9,1.0,0.42857143,0.9041419,9,21,21,0.8857143
GEX064243,GEX106722,9,1.0,0.42857143,0.9041419,9,21,21,0.8857143
GEX064243,GEX077928,9,1.0,0.47368422,0.9154647,9,19,19,0.8947369
GEX064243,GEX095459,9,1.0,0.32142857,0.87159526,9,28,28,0.8642857
GEX064243,GEX072891,9,1.0,0.2647059,0.84962964,9,34,34,0.8529412
GEX064243,GEX108063,9,1.0,0.39130434,0.8938499,9,23,23,0.87826085
GEX064243,GEX109359,9,1.0,0.5625,0.9349068,9,16,16,0.9125
GEX064243,GEX100083,9,1.0,0.36,0.8844166,9,25,25,0.87200004
GEX064243,GEX072073,9,1.0,0.39130434,0.8938499,9,23,23,0.87826085
GEX064243,GEX099851,9,1.0,0.6,0.9422083,9,15,15,0.92
GEX064243,GEX119225,9,1.0,0.4090909,0.8988789,9,22,22,0.8818182
GEX064243,GEX108689,9,1.0,0.25,0.84316313,9,36,36,0.85
GEX064243,GEX109932,9,1.0,0.34615386,0.87997943,9,26,26,0.8692308
GEX064243,GEX090939,9,1.0,0.375,0.889035,9,24,24,0.875
GEX064243,GEX081352,9,1.0,0.375,0.889035,9,24,24,0.875
GEX064243,GEX079753,9,1.0,0.47368422,0.9154647,9,19,19,0.8947369
GEX064243,GEX077989,8,0.8888889,0.8,0.9736999,9,9,10,0.87111115
GEX064243,GEX094036,9,1.0,0.45,0.9096617,9,20,20,0.89
GEX064243,GEX111881,9,1.0,0.32142857,0.87159526,9,28,28,0.8642857
GEX064243,GEX068073,9,1.0,0.375,0.889035,9,24,24,0.875
GEX064243,GEX079220,9,1.0,0.25,0.84316313,9,36,36,0.85
GEX064243,GEX120154,9,1.0,0.33333334,0.8757097,9,27,27,0.8666667
GEX064243,GEX095911,9,1.0,0.36,0.8844166,9,25,25,0.87200004
GEX064243,GEX078064,9,1.0,0.31034482,0.8676253,9,29,29,0.86206895
GEX064243,GEX122929,9,1.0,0.42857143,0.9041419,9,21,21,0.8857143
GEX064243,GEX080615,9,1.0,0.5,0.92158157,9,18,18,0.90000004
GEX064243,GEX080424,9,1.0,0.32142857,0.87159526,9,28,28,0.8642857
GEX064243,GEX094732,9,1.0,0.2647059,0.84962964,9,34,34,0.8529412
GEX064243,GEX113011,9,1.0,0.375,0.889035,9,24,24,0.875
GEX064243,GEX108544,9,1.0,0.375,0.889035,9,24,24,0.875
GEX064243,GEX104443,9,1.0,0.5625,0.9349068,9,16,16,0.9125
GEX064243,GEX106491,9,1.0,0.42857143,0.9041419,9,21,21,0.8857143
GEX064243,GEX116986,9,1.0,0.33333334,0.8757097,9,27,27,0.8666667
GEX064243,GEX119658,9,1.0,0.25,0.84316313,9,36,36,0.85
GEX064243,GEX103403,9,1.0,0.5625,0.9349068,9,16,16,0.9125
GEX064243,GEX087934,9,1.0,0.29032257,0.86008024,9,31,31,0.85806453
GEX064243,GEX098878,9,1.0,0.375,0.889035,9,24,24,0.875
GEX064243,GEX089882,9,1.0,0.36,0.8844166,9,25,25,0.87200004
GEX064243,GEX089829,9,1.0,0.45,0.9096617,9,20,20,0.89
GEX064243,GEX069719,9,1.0,0.34615386,0.87997943,9,26,26,0.8692308
GEX064243,GEX087788,9,1.0,0.5625,0.9349068,9,16,16,0.9125
GEX064243,GEX081551,9,1.0,0.5625,0.9349068,9,16,16,0.9125
GEX064243,GEX085040,9,1.0,0.39130434,0.8938499,9,23,23,0.87826085
GEX067971,GEX070426,9,1.0,1.0,1.0,9,9,9,1.0
GEX077989,GEX107330,9,1.0,0.64285713,0.95001376,9,14,14,0.92857146
GEX077989,GEX093748,9,1.0,0.36,0.8844166,9,25,25,0.87200004
GEX077989,GEX117414,8,0.8888889,0.8,0.9736999,9,9,10,0.87111115
GEX077989,GEX100150,9,1.0,0.25714287,0.8463502,9,35,35,0.85142857
GEX077989,GEX088086,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX077989,GEX079067,9,1.0,0.4090909,0.8988789,9,22,22,0.8818182
GEX077989,GEX104070,9,1.0,0.25,0.84316313,9,36,36,0.85
GEX077989,GEX103926,9,1.0,0.64285713,0.95001376,9,14,14,0.92857146
GEX077989,GEX119591,9,1.0,0.375,0.889035,9,24,24,0.875
GEX077989,GEX119097,9,1.0,0.39130434,0.8938499,9,23,23,0.87826085
GEX077989,GEX095459,9,1.0,0.32142857,0.87159526,9,28,28,0.8642857
GEX077989,GEX100083,9,1.0,0.36,0.8844166,9,25,25,0.87200004
GEX077989,GEX099851,9,1.0,0.6,0.9422083,9,15,15,0.92
GEX077989,GEX119225,9,1.0,0.4090909,0.8988789,9,22,22,0.8818182
GEX077989,GEX108689,9,1.0,0.25,0.84316313,9,36,36,0.85
GEX077989,GEX109932,9,1.0,0.34615386,0.87997943,9,26,26,0.8692308
GEX077989,GEX090939,9,1.0,0.375,0.889035,9,24,24,0.875
GEX077989,GEX104343,9,1.0,0.64285713,0.95001376,9,14,14,0.92857146
GEX077989,GEX081352,9,1.0,0.375,0.889035,9,24,24,0.875
GEX077989,GEX083578,9,1.0,0.39130434,0.8938499,9,23,23,0.87826085
GEX077989,GEX085554,9,1.0,0.75,0.9674534,9,12,12,0.95000005
GEX077989,GEX079753,9,1.0,0.47368422,0.9154647,9,19,19,0.8947369
GEX077989,GEX115791,9,1.0,0.2647059,0.84962964,9,34,34,0.8529412
GEX077989,GEX111881,9,1.0,0.32142857,0.87159526,9,28,28,0.8642857
GEX077989,GEX079220,9,1.0,0.25,0.84316313,9,36,36,0.85
GEX077989,GEX078064,9,1.0,0.31034482,0.8676253,9,29,29,0.86206895
GEX077989,GEX080615,9,1.0,0.5,0.92158157,9,18,18,0.90000004
GEX077989,GEX123300,9,1.0,0.27272728,0.853007,9,33,33,0.8545455
GEX077989,GEX107614,9,1.0,0.3,0.86378986,9,30,30,0.86
GEX077989,GEX080424,9,1.0,0.32142857,0.87159526,9,28,28,0.8642857
GEX077989,GEX094732,9,1.0,0.2647059,0.84962964,9,34,34,0.8529412
GEX077989,GEX113011,9,1.0,0.375,0.889035,9,24,24,0.875
GEX077989,GEX108544,9,1.0,0.375,0.889035,9,24,24,0.875
GEX077989,GEX104443,9,1.0,0.5625,0.9349068,9,16,16,0.9125
GEX077989,GEX116986,9,1.0,0.33333334,0.8757097,9,27,27,0.8666667
GEX077989,GEX087934,9,1.0,0.29032257,0.86008024,9,31,31,0.85806453
GEX077989,GEX098878,9,1.0,0.375,0.889035,9,24,24,0.875
GEX077989,GEX089882,9,1.0,0.36,0.8844166,9,25,25,0.87200004
GEX077989,GEX121741,8,0.8888889,0.72727275,0.96193683,9,10,11,0.8565657
GEX077989,GEX081551,9,1.0,0.5625,0.9349068,9,16,16,0.9125
GEX077989,GEX085040,9,1.0,0.39130434,0.8938499,9,23,23,0.87826085
GEX078237,GEX113948,8,0.8888889,0.72727275,0.96193683,9,10,11,0.8565657
GEX078237,GEX115918,7,1.0,0.7777778,0.9723539,9,7,9,0.95555556
GEX086477,GEX114416,8,0.8888889,0.72727275,0.96193683,9,10,11,0.8565657
GEX086477,GEX094700,9,1.0,0.39130434,0.8938499,9,23,23,0.87826085
GEX086477,GEX096449,8,1.0,0.8888889,0.98684996,9,8,9,0.9777778
GEX086477,GEX092300,6,1.0,0.6666667,0.9561401,9,6,9,0.93333334
GEX086477,GEX105577,9,1.0,0.5,0.92158157,9,18,18,0.90000004
GEX086477,GEX112614,9,1.0,0.36,0.8844166,9,25,25,0.87200004
GEX086477,GEX100772,9,1.0,0.4090909,0.8988789,9,22,22,0.8818182
GEX086477,GEX122211,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX086477,GEX118554,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX086477,GEX110926,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX086477,GEX119631,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX086477,GEX118398,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX086477,GEX106689,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX090280,GEX106131,9,1.0,0.375,0.889035,9,24,24,0.875
GEX090280,GEX117284,9,1.0,0.29032257,0.86008024,9,31,31,0.85806453
GEX090280,GEX119097,9,1.0,0.39130434,0.8938499,9,23,23,0.87826085
GEX090280,GEX095459,9,1.0,0.32142857,0.87159526,9,28,28,0.8642857
GEX090280,GEX100083,9,1.0,0.36,0.8844166,9,25,25,0.87200004
GEX090280,GEX119225,9,1.0,0.4090909,0.8988789,9,22,22,0.8818182
GEX090280,GEX109932,9,1.0,0.34615386,0.87997943,9,26,26,0.8692308
GEX090280,GEX120154,9,1.0,0.33333334,0.8757097,9,27,27,0.8666667
GEX090280,GEX094732,9,1.0,0.2647059,0.84962964,9,34,34,0.8529412
GEX091640,GEX112623,9,1.0,0.75,0.9674534,9,12,12,0.95000005
GEX091640,GEX114416,8,0.8888889,0.72727275,0.96193683,9,10,11,0.8565657
GEX091640,GEX112685,9,1.0,0.8181818,0.97729737,9,11,11,0.9636364
GEX091640,GEX092300,6,1.0,0.6666667,0.9561401,9,6,9,0.93333334
GEX091640,GEX122138,9,1.0,0.9,0.98808014,9,10,10,0.98
GEX091640,GEX106641,9,1.0,0.6,0.9422083,9,15,15,0.92
GEX091640,GEX122211,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX091640,GEX118554,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX091640,GEX123309,7,1.0,0.7777778,0.9723539,9,7,9,0.95555556
GEX091640,GEX092596,8,1.0,0.8888889,0.98684996,9,8,9,0.9777778
GEX091640,GEX110926,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX091640,GEX112643,9,1.0,0.4090909,0.8988789,9,22,22,0.8818182
GEX091640,GEX119631,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX091640,GEX099362,9,1.0,1.0,1.0,9,9,9,1.0
GEX091640,GEX107724,8,0.8888889,0.72727275,0.96193683,9,10,11,0.8565657
GEX091640,GEX093626,8,0.8888889,0.72727275,0.96193683,9,10,11,0.8565657
GEX091640,GEX118398,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX091640,GEX106689,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX091904,GEX106131,9,1.0,0.375,0.889035,9,24,24,0.875
GEX091904,GEX098656,9,1.0,0.27272728,0.853007,9,33,33,0.8545455
GEX091904,GEX106722,9,1.0,0.42857143,0.9041419,9,21,21,0.8857143
GEX091904,GEX100083,9,1.0,0.36,0.8844166,9,25,25,0.87200004
GEX091904,GEX105448,9,1.0,0.28125,0.85648835,9,32,32,0.85625
GEX091904,GEX094036,9,1.0,0.45,0.9096617,9,20,20,0.89
GEX091904,GEX108544,9,1.0,0.375,0.889035,9,24,24,0.875
GEX091904,GEX119658,9,1.0,0.25,0.84316313,9,36,36,0.85
GEX091904,GEX103403,9,1.0,0.5625,0.9349068,9,16,16,0.9125
GEX099362,GEX112623,9,1.0,0.75,0.9674534,9,12,12,0.95000005
GEX099362,GEX114416,8,0.8888889,0.72727275,0.96193683,9,10,11,0.8565657
GEX099362,GEX112685,9,1.0,0.8181818,0.97729737,9,11,11,0.9636364
GEX099362,GEX122138,9,1.0,0.9,0.98808014,9,10,10,0.98
GEX099362,GEX106641,9,1.0,0.6,0.9422083,9,15,15,0.92
GEX099362,GEX122211,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX099362,GEX118554,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX099362,GEX123309,7,1.0,0.7777778,0.9723539,9,7,9,0.95555556
GEX099362,GEX110926,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX099362,GEX112643,9,1.0,0.4090909,0.8988789,9,22,22,0.8818182
GEX099362,GEX119631,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX099362,GEX107724,8,0.8888889,0.72727275,0.96193683,9,10,11,0.8565657
GEX099362,GEX118398,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX099362,GEX106689,5,1.0,0.5555556,0.93764776,9,5,9,0.9111111
GEX117414,GEX119097,9,1.0,0.39130434,0.8938499,9,23,23,0.87826085
GEX117414,GEX121649,9,1.0,0.31034482,0.8676253,9,29,29,0.86206895
GEX117414,GEX120154,9,1.0,0.33333334,0.8757097,9,27,27,0.8666667
GEX002736,GEX054287,7,1.0,0.7,0.9607636,10,7,10,0.94
GEX002736,GEX017626,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX002736,GEX065394,6,1.0,0.6,0.94474304,10,6,10,0.92
GEX002736,GEX092300,6,1.0,0.6,0.94474304,10,6,10,0.92
GEX002736,GEX046260,7,1.0,0.7,0.9607636,10,7,10,0.94
GEX002736,GEX039983,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX002736,GEX015259,7,1.0,0.7,0.9607636,10,7,10,0.94
GEX002736,GEX083907,6,1.0,0.6,0.94474304,10,6,10,0.92
GEX002736,GEX122211,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX002736,GEX118554,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX002736,GEX056014,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX002736,GEX070403,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX002736,GEX071222,7,1.0,0.7,0.9607636,10,7,10,0.94
GEX002736,GEX079080,7,1.0,0.7,0.9607636,10,7,10,0.94
GEX002736,GEX024765,8,1.0,0.8,0.97508687,10,8,10,0.96000004
GEX002736,GEX110926,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX002736,GEX044888,6,1.0,0.6,0.94474304,10,6,10,0.92
GEX002736,GEX119631,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX002736,GEX055308,7,1.0,0.7,0.9607636,10,7,10,0.94
GEX002736,GEX078223,6,1.0,0.6,0.94474304,10,6,10,0.92
GEX002736,GEX118398,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX002736,GEX106689,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX011296,GEX013567,10,1.0,0.29411766,0.8598793,10,34,34,0.85882354
GEX014534,GEX020696,9,0.9,0.75,0.9653775,10,11,12,0.87
GEX016435,GEX056014,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX016435,GEX070403,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX016435,GEX110926,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX016435,GEX071776,6,1.0,0.6,0.94474304,10,6,10,0.92
GEX016435,GEX017626,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX016435,GEX119631,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX016435,GEX099517,6,1.0,0.6,0.94474304,10,6,10,0.92
GEX016435,GEX039983,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX016435,GEX118398,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX016435,GEX106689,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX016435,GEX122211,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX016435,GEX118554,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX016698,GEX020583,8,0.8888889,0.72727275,0.96193683,10,9,11,0.8565657
GEX021921,GEX059028,6,1.0,0.6,0.94474304,10,6,10,0.92
GEX021921,GEX039983,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX021921,GEX122211,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX021921,GEX118554,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX021921,GEX056014,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX021921,GEX070403,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX021921,GEX110926,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX021921,GEX119631,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX021921,GEX118398,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX021921,GEX106689,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX021921,GEX112560,7,1.0,0.7,0.9607636,10,7,10,0.94
GEX026108,GEX054287,7,1.0,0.7,0.9607636,10,7,10,0.94
GEX026108,GEX071776,6,1.0,0.6,0.94474304,10,6,10,0.92
GEX026108,GEX114416,9,0.9,0.8181818,0.9761603,10,10,11,0.88363636
GEX026108,GEX065394,6,1.0,0.6,0.94474304,10,6,10,0.92
GEX026108,GEX067660,10,1.0,0.45454547,0.9097226,10,22,22,0.8909091
GEX026108,GEX092300,6,1.0,0.6,0.94474304,10,6,10,0.92
GEX026108,GEX099517,6,1.0,0.6,0.94474304,10,6,10,0.92
GEX026108,GEX046260,7,1.0,0.7,0.9607636,10,7,10,0.94
GEX026108,GEX039983,5,1.0,0.5,0.9264711,10,5,10,0.90000004
GEX026108,GEX036444,8,0.8888889,0.72727275,0.96193683,10,9,11,0.8565657
GEX026108,GEX086477,8,0.8888889,0.72727275,0.96193683,10,9,11,0.8565657
GEX026108,GEX083907,6,1.0,0.6,0.94474304,10,6,10,0.92
