label,gs_id,degree_centrality,betweenness_centrality,closeness_centrality
Intersect (full),GEX040833,1.0,0.0,1.0
Intersect (full),GEX048852,1.0,0.0,1.0
Intersect (full),GEX049832,1.0,0.0,1.0
Intersect (full),GEX050227,1.0,0.0,1.0
Intersect (full),GEX050367,1.0,0.0,1.0
Intersect (full),GEX051169,1.0,0.0,1.0
Intersect (full),GEX052284,1.0,0.0,1.0
Intersect (full),GEX057711,1.0,0.0,1.0
Intersect (full),GEX059419,1.0,0.0,1.0
Intersect (full),GEX061012,1.0,0.0,1.0
Intersect (full),GEX061423,1.0,0.0,1.0
Intersect (full),GEX061786,1.0,0.0,1.0
Intersect (full),GEX063075,1.0,0.0,1.0
Intersect (full),GEX064644,1.0,0.0,1.0
Intersect (full),GEX068274,1.0,0.0,1.0
Intersect (full),GEX072728,1.0,0.0,1.0
Intersect (full),GEX073287,1.0,0.0,1.0
Intersect (full),GEX073737,1.0,0.0,1.0
Intersect (full),GEX075113,1.0,0.0,1.0
Intersect (full),GEX078237,1.0,0.0,1.0
Intersect (full),GEX081526,1.0,0.0,1.0
Intersect (full),GEX083291,1.0,0.0,1.0
Intersect (full),GEX084024,1.0,0.0,1.0
Intersect (full),GEX084810,1.0,0.0,1.0
Intersect (full),GEX084830,1.0,0.0,1.0
Intersect (full),GEX086934,1.0,0.0,1.0
Intersect (full),GEX087861,1.0,0.0,1.0
Intersect (full),GEX089519,1.0,0.0,1.0
Intersect (full),GEX089829,1.0,0.0,1.0
Intersect (full),GEX095459,1.0,0.0,1.0
Intersect (full),GEX098878,1.0,0.0,1.0
Intersect (full),GEX100150,1.0,0.0,1.0
Intersect (full),GEX102266,1.0,0.0,1.0
Intersect (full),GEX102509,1.0,0.0,1.0
Intersect (full),GEX106131,1.0,0.0,1.0
Intersect (full),GEX106491,1.0,0.0,1.0
Intersect (full),GEX107614,1.0,0.0,1.0
Intersect (full),GEX108689,1.0,0.0,1.0
Intersect (full),GEX113948,1.0,0.0,1.0
Intersect (full),GEX115791,1.0,0.0,1.0
Intersect (full),GEX115918,1.0,0.0,1.0
Intersect (full),GEX116719,1.0,0.0,1.0
Intersect (full),GEX119090,1.0,0.0,1.0
Intersect (full),GEX119225,1.0,0.0,1.0
Intersect (full),GEX120154,1.0,0.0,1.0
Intersect (full),GEX000990,1.0,0.0,1.0
Intersect (full),GEX008755,1.0,0.0,1.0
Intersect (full),GEX014353,1.0,0.0,1.0
Intersect (full),GEX015176,1.0,0.0,1.0
Intersect (full),GEX025087,1.0,0.0,1.0
Intersect (full),GEX026977,1.0,0.0,1.0
Intersect (full),GEX028455,1.0,0.0,1.0
Intersect (full),GEX029154,1.0,0.0,1.0
Intersect (full),GEX030585,1.0,0.0,1.0
Intersect (full),GEX031961,1.0,0.0,1.0
Intersect (full),GEX031997,1.0,0.0,1.0
Intersect (full),GEX032653,1.0,0.0,1.0
Intersect (full),GEX036350,1.0,0.0,1.0
Intersect (full),GEX036791,1.0,0.0,1.0
Intersect (full),GEX037434,1.0,0.0,1.0
Intersect (full),GEX040271,1.0,0.0,1.0
Intersect (full),GEX040563,1.0,0.0,1.0
Intersect (full),GEX041486,1.0,0.0,1.0
Intersect (full),GEX043726,1.0,0.0,1.0
Intersect (full),GEX045399,1.0,0.0,1.0
Intersect (full),GEX046019,1.0,0.0,1.0
Intersect (full),GEX047427,1.0,0.0,1.0
Intersect (full),GEX058749,1.0,0.0,1.0
Intersect (full),GEX058847,1.0,0.0,1.0
Intersect (full),GEX064758,1.0,0.0,1.0
Intersect (full),GEX066377,1.0,0.0,1.0
Intersect (full),GEX072073,1.0,0.0,1.0
Intersect (full),GEX072891,1.0,0.0,1.0
Intersect (full),GEX072976,1.0,0.0,1.0
Intersect (full),GEX073610,1.0,0.0,1.0
Intersect (full),GEX074784,1.0,0.0,1.0
Intersect (full),GEX076628,1.0,0.0,1.0
Intersect (full),GEX077928,1.0,0.0,1.0
Intersect (full),GEX079220,1.0,0.0,1.0
Intersect (full),GEX079753,1.0,0.0,1.0
Intersect (full),GEX083578,1.0,0.0,1.0
Intersect (full),GEX085554,1.0,0.0,1.0
Intersect (full),GEX087553,1.0,0.0,1.0
Intersect (full),GEX087788,1.0,0.0,1.0
Intersect (full),GEX089882,1.0,0.0,1.0
Intersect (full),GEX093748,1.0,0.0,1.0
Intersect (full),GEX094732,1.0,0.0,1.0
Intersect (full),GEX095911,1.0,0.0,1.0
Intersect (full),GEX098656,1.0,0.0,1.0
Intersect (full),GEX103722,1.0,0.0,1.0
Intersect (full),GEX108544,1.0,0.0,1.0
Intersect (full),GEX109359,1.0,0.0,1.0
Intersect (full),GEX111881,1.0,0.0,1.0
Intersect (full),GEX116689,1.0,0.0,1.0
Intersect (full),GEX116986,1.0,0.0,1.0
Intersect (full),GEX117284,1.0,0.0,1.0
Intersect (full),GEX119591,1.0,0.0,1.0
Intersect (full),GEX119769,1.0,0.0,1.0
Intersect (full),GEX120903,1.0,0.0,1.0
Intersect (full),GEX121741,1.0,0.0,1.0
Intersect (full),GEX011663,1.0,0.0,1.0
Intersect (full),GEX020806,1.0,0.0,1.0
Intersect (full),GEX021638,1.0,0.0,1.0
Intersect (full),GEX021797,1.0,0.0,1.0
Intersect (full),GEX024145,1.0,0.0,1.0
Intersect (full),GEX026636,1.0,0.0,1.0
Intersect (full),GEX028896,1.0,0.0,1.0
Intersect (full),GEX032741,1.0,0.0,1.0
Intersect (full),GEX036503,1.0,0.0,1.0
Intersect (full),GEX037295,1.0,0.0,1.0
Intersect (full),GEX041246,1.0,0.0,1.0
Intersect (full),GEX044491,1.0,0.0,1.0
Intersect (full),GEX046159,1.0,0.0,1.0
Intersect (full),GEX046719,1.0,0.0,1.0
Intersect (full),GEX052329,1.0,0.0,1.0
Intersect (full),GEX053741,1.0,0.0,1.0
Intersect (full),GEX053938,1.0,0.0,1.0
Intersect (full),GEX055465,1.0,0.0,1.0
Intersect (full),GEX056784,1.0,0.0,1.0
Intersect (full),GEX058795,1.0,0.0,1.0
Intersect (full),GEX059769,1.0,0.0,1.0
Intersect (full),GEX061853,1.0,0.0,1.0
Intersect (full),GEX072017,1.0,0.0,1.0
Intersect (full),GEX074052,1.0,0.0,1.0
Intersect (full),GEX074771,1.0,0.0,1.0
Intersect (full),GEX076430,1.0,0.0,1.0
Intersect (full),GEX076758,1.0,0.0,1.0
Intersect (full),GEX077343,1.0,0.0,1.0
Intersect (full),GEX078064,1.0,0.0,1.0
Intersect (full),GEX079067,1.0,0.0,1.0
Intersect (full),GEX082466,1.0,0.0,1.0
Intersect (full),GEX096104,1.0,0.0,1.0
Intersect (full),GEX103589,1.0,0.0,1.0
Intersect (full),GEX106722,1.0,0.0,1.0
Intersect (full),GEX111655,1.0,0.0,1.0
Intersect (full),GEX116173,1.0,0.0,1.0
Intersect (full),GEX117554,1.0,0.0,1.0
Intersect (full),GEX118205,1.0,0.0,1.0
Intersect (full),GEX119088,1.0,0.0,1.0
Intersect (full),GEX119658,1.0,0.0,1.0
Intersect (full),GEX120856,1.0,0.0,1.0
Intersect (full),GEX123300,1.0,0.0,1.0
Intersect (sparse),GEX002248,0.194444,0.00595903,0.223362
Intersect (sparse),GEX005084,0.194444,0.00595903,0.223362
Intersect (sparse),GEX013517,0.194444,0.00595903,0.223362
Intersect (sparse),GEX087861,0.194444,0.02191186,0.226263
Intersect (sparse),GEX121649,0.183333,0.01117318,0.217778
Intersect (sparse),GEX027120,0.177778,0.00986965,0.215089
Intersect (sparse),GEX000990,0.172222,0.00670391,0.212466
Intersect (sparse),GEX015176,0.172222,0.00670391,0.212466
Intersect (sparse),GEX085554,0.166667,0.00341403,0.209906
Intersect (sparse),GEX095459,0.166667,0.00167598,0.209906
Intersect (sparse),GEX109359,0.166667,0.00341403,0.209906
Intersect (sparse),GEX119225,0.166667,0.00167598,0.209906
Intersect (sparse),GEX053741,0.166667,0.00158287,0.209906
Intersect (sparse),GEX009143,0.161111,0.0,0.207407
Intersect (sparse),GEX036791,0.161111,0.0,0.207407
Intersect (sparse),GEX037732,0.161111,0.0,0.207407
Intersect (sparse),GEX068274,0.161111,0.0,0.207407
Intersect (sparse),GEX077928,0.161111,0.0,0.207407
Intersect (sparse),GEX086934,0.161111,0.0,0.207407
Intersect (sparse),GEX102509,0.161111,0.0,0.207407
Intersect (sparse),GEX108063,0.161111,0.0,0.207407
Intersect (sparse),GEX116719,0.161111,0.0,0.207407
Intersect (sparse),GEX122491,0.161111,0.0,0.207407
Intersect (sparse),GEX123922,0.161111,0.0,0.207407
Intersect (sparse),GEX024145,0.161111,0.0,0.207407
Intersect (sparse),GEX026636,0.161111,0.0,0.207407
Intersect (sparse),GEX046719,0.161111,0.0,0.207407
Intersect (sparse),GEX074052,0.161111,0.0,0.207407
Intersect (sparse),GEX096104,0.161111,0.0,0.207407
Intersect (sparse),GEX120856,0.161111,0.0,0.207407
Intersect (sparse),GEX000213,0.044444,0.0,0.138272
Intersect (sparse),GEX007227,0.044444,0.0,0.138272
Intersect (sparse),GEX011260,0.044444,0.0,0.138272
Intersect (sparse),GEX023312,0.044444,0.0,0.138272
Intersect (sparse),GEX031877,0.044444,0.0,0.138272
Intersect (sparse),GEX032200,0.044444,0.0,0.138272
Intersect (sparse),GEX037450,0.027778,0.0,0.136111
Intersect (sparse),GEX038590,0.027778,0.0,0.136111
Intersect (sparse),GEX040833,0.027778,0.0,0.136111
Intersect (sparse),GEX050227,0.027778,0.0,0.136111
Intersect (sparse),GEX084830,0.027778,0.0,0.136111
Intersect (sparse),GEX040496,0.027778,9.311e-05,0.132994
Intersect (sparse),GEX037191,0.022222,0.0,0.022222
Intersect (sparse),GEX061012,0.022222,0.0,0.022222
Intersect (sparse),GEX084024,0.022222,0.0,0.022222
Intersect (sparse),GEX089829,0.022222,0.0,0.022222
Intersect (sparse),GEX115791,0.022222,0.0,0.022222
Intersect (sparse),GEX040491,0.022222,0.0,0.131987
Intersect (sparse),GEX042122,0.022222,0.0,0.131987
Intersect (sparse),GEX077810,0.022222,0.0,0.131987
Intersect (sparse),GEX004036,0.016667,0.0,0.016667
Intersect (sparse),GEX006295,0.016667,0.0,0.016667
Intersect (sparse),GEX026088,0.016667,0.0,0.016667
Intersect (sparse),GEX026127,0.016667,0.0,0.016667
Intersect (sparse),GEX008446,0.016667,0.0,0.130017
Intersect (sparse),GEX015507,0.016667,0.0,0.130017
Intersect (sparse),GEX032541,0.016667,0.0,0.130017
Intersect (sparse),GEX041486,0.016667,0.0,0.016667
Intersect (sparse),GEX045399,0.016667,0.0,0.016667
Intersect (sparse),GEX073610,0.016667,0.0,0.016667
Intersect (sparse),GEX108544,0.016667,0.0,0.016667
Intersect (sparse),GEX031961,0.011111,0.0,0.128105
Intersect (sparse),GEX032653,0.011111,0.0,0.128105
Intersect (sparse),GEX008755,0.011111,0.0,0.128105
Intersect (sparse),GEX026977,0.011111,0.0,0.128105
Intersect (sparse),GEX066377,0.011111,0.00341403,0.134017
Intersect (sparse),GEX040271,0.011111,0.0,0.011111
Intersect (sparse),GEX072073,0.011111,0.0,0.011111
Intersect (sparse),GEX103722,0.011111,0.0,0.011111
Intersect (sparse),GEX041246,0.011111,0.0,0.011111
Intersect (sparse),GEX076430,0.011111,0.0,0.011111
Intersect (sparse),GEX123300,0.011111,0.0,0.011111
Intersect (sparse),GEX050367,0.011111,0.0,0.12717
Intersect (sparse),GEX064758,0.011111,0.0,0.011111
Intersect (sparse),GEX074784,0.011111,0.0,0.011111
Intersect (sparse),GEX083578,0.011111,0.0,0.011111
Intersect (sparse),GEX075113,0.011111,0.0,0.011111
Intersect (sparse),GEX100150,0.011111,0.0,0.011111
Intersect (sparse),GEX108689,0.011111,0.0,0.011111
Intersect (sparse),GEX078237,0.011111,0.0,0.011111
Intersect (sparse),GEX113948,0.011111,0.0,0.011111
Intersect (sparse),GEX115918,0.011111,0.0,0.011111
Intersect (sparse),GEX000924,0.005556,0.0,0.005556
Intersect (sparse),GEX019277,0.005556,0.0,0.005556
Intersect (sparse),GEX037434,0.005556,0.0,0.094174
Intersect (sparse),GEX046019,0.005556,0.0,0.005556
Intersect (sparse),GEX087553,0.005556,0.0,0.005556
Intersect (sparse),GEX047427,0.005556,0.0,0.126248
Intersect (sparse),GEX048852,0.005556,0.0,0.005556
Intersect (sparse),GEX073287,0.005556,0.0,0.005556
Intersect (sparse),GEX052284,0.005556,0.0,0.005556
Intersect (sparse),GEX059419,0.005556,0.0,0.005556
Intersect (sparse),GEX054991,0.005556,0.0,0.005556
Intersect (sparse),GEX107677,0.005556,0.0,0.005556
Intersect (sparse),GEX057711,0.005556,0.0,0.005556
Intersect (sparse),GEX083291,0.005556,0.0,0.005556
Intersect (sparse),GEX058749,0.005556,0.0,0.005556
Intersect (sparse),GEX072976,0.005556,0.0,0.005556
Intersect (sparse),GEX061786,0.005556,0.0,0.005556
Intersect (sparse),GEX106131,0.005556,0.0,0.005556
Intersect (sparse),GEX072891,0.005556,0.0,0.005556
Intersect (sparse),GEX117284,0.005556,0.0,0.005556
Intersect (sparse),GEX079220,0.005556,0.0,0.005556
Intersect (sparse),GEX094732,0.005556,0.0,0.005556
Intersect (sparse),GEX079753,0.005556,0.0,0.126248
Intersect (sparse),GEX095911,0.005556,0.0,0.005556
Intersect (sparse),GEX111881,0.005556,0.0,0.005556
Intersect (sparse),GEX098656,0.0,0.0,0.0
Intersect (sparse),GEX120903,0.0,0.0,0.0
Intersect (sparse),GEX077343,0.0,0.0,0.0
Intersect (sparse),GEX076758,0.0,0.0,0.0
Intersect (sparse),GEX103589,0.0,0.0,0.0
Intersect (sparse),GEX036350,0.0,0.0,0.0
Intersect (sparse),GEX089519,0.0,0.0,0.0
Intersect (sparse),GEX074771,0.0,0.0,0.0
Intersect (sparse),GEX116173,0.0,0.0,0.0
Intersect (sparse),GEX036503,0.0,0.0,0.0
Intersect (sparse),GEX076628,0.0,0.0,0.0
Intersect (sparse),GEX106722,0.0,0.0,0.0
Intersect (sparse),GEX120154,0.0,0.0,0.0
Intersect (sparse),GEX119658,0.0,0.0,0.0
Intersect (sparse),GEX058847,0.0,0.0,0.0
Intersect (sparse),GEX040563,0.0,0.0,0.0
Intersect (sparse),GEX029154,0.0,0.0,0.0
Intersect (sparse),GEX056784,0.0,0.0,0.0
Intersect (sparse),GEX072728,0.0,0.0,0.0
Intersect (sparse),GEX030585,0.0,0.0,0.0
Intersect (sparse),GEX028896,0.0,0.0,0.0
Intersect (sparse),GEX059769,0.0,0.0,0.0
Intersect (sparse),GEX021797,0.0,0.0,0.0
Intersect (sparse),GEX043726,0.0,0.0,0.0
Intersect (sparse),GEX025087,0.0,0.0,0.0
Intersect (sparse),GEX079067,0.0,0.0,0.0
Intersect (sparse),GEX063075,0.0,0.0,0.0
Intersect (sparse),GEX058795,0.0,0.0,0.0
Intersect (sparse),GEX024041,0.0,0.0,0.0
Intersect (sparse),GEX119591,0.0,0.0,0.0
Intersect (sparse),GEX021638,0.0,0.0,0.0
Intersect (sparse),GEX044491,0.0,0.0,0.0
Intersect (sparse),GEX116986,0.0,0.0,0.0
Intersect (sparse),GEX011663,0.0,0.0,0.0
Intersect (sparse),GEX084810,0.0,0.0,0.0
Intersect (sparse),GEX119769,0.0,0.0,0.0
Intersect (sparse),GEX107614,0.0,0.0,0.0
Intersect (sparse),GEX046159,0.0,0.0,0.0
Intersect (sparse),GEX111655,0.0,0.0,0.0
Intersect (sparse),GEX052329,0.0,0.0,0.0
Intersect (sparse),GEX001175,0.0,0.0,0.0
Intersect (sparse),GEX098878,0.0,0.0,0.0
Intersect (sparse),GEX081526,0.0,0.0,0.0
Intersect (sparse),GEX049832,0.0,0.0,0.0
Intersect (sparse),GEX014353,0.0,0.0,0.0
Intersect (sparse),GEX051169,0.0,0.0,0.0
Intersect (sparse),GEX093748,0.0,0.0,0.0
Intersect (sparse),GEX119090,0.0,0.0,0.0
Intersect (sparse),GEX119088,0.0,0.0,0.0
Intersect (sparse),GEX118205,0.0,0.0,0.0
Intersect (sparse),GEX011288,0.0,0.0,0.0
Intersect (sparse),GEX055465,0.0,0.0,0.0
Intersect (sparse),GEX102266,0.0,0.0,0.0
Intersect (sparse),GEX061423,0.0,0.0,0.0
Intersect (sparse),GEX037295,0.0,0.0,0.0
Intersect (sparse),GEX061853,0.0,0.0,0.0
Intersect (sparse),GEX089882,0.0,0.0,0.0
Intersect (sparse),GEX073737,0.0,0.0,0.0
Intersect (sparse),GEX117554,0.0,0.0,0.0
Intersect (sparse),GEX072017,0.0,0.0,0.0
Intersect (sparse),GEX031997,0.0,0.0,0.0
Intersect (sparse),GEX020806,0.0,0.0,0.0
Intersect (sparse),GEX027215,0.0,0.0,0.0
Intersect (sparse),GEX087788,0.0,0.0,0.0
Intersect (sparse),GEX106491,0.0,0.0,0.0
Intersect (sparse),GEX028455,0.0,0.0,0.0
Intersect (sparse),GEX032741,0.0,0.0,0.0
Intersect (sparse),GEX078064,0.0,0.0,0.0
Intersect (sparse),GEX082466,0.0,0.0,0.0
Intersect (sparse),GEX064644,0.0,0.0,0.0
Intersect (sparse),GEX015592,0.0,0.0,0.0
Intersect (sparse),GEX121741,0.0,0.0,0.0
Intersect (sparse),GEX053938,0.0,0.0,0.0
Intersect (sparse),GEX116689,0.0,0.0,0.0
