group_id,gs_id,degree_centrality,betweenness_centrality,closeness_centrality
A0,GEX117647,1.0,1.59676347865762e-06,1.0
A0,GEX117921,1.0,1.59676347865762e-06,1.0
A0,GEX118434,1.0,1.59676347865762e-06,1.0
A0,GEX118528,1.0,1.59676347865762e-06,1.0
A0,GEX118759,1.0,1.59676347865762e-06,1.0
A0,GEX118891,1.0,1.59676347865762e-06,1.0
A0,GEX118919,1.0,1.59676347865762e-06,1.0
A0,GEX118994,1.0,1.59676347865762e-06,1.0
A0,GEX119032,0.9956803455723543,8.818202730102391e-07,0.9956989247311828
A0,GEX119129,1.0,1.59676347865762e-06,1.0
A0,GEX119864,1.0,1.59676347865762e-06,1.0
A0,GEX119866,1.0,1.59676347865762e-06,1.0
A0,GEX120136,1.0,1.59676347865762e-06,1.0
A0,GEX120483,1.0,1.59676347865762e-06,1.0
A0,GEX120769,1.0,1.59676347865762e-06,1.0
A0,GEX120770,1.0,1.59676347865762e-06,1.0
A0,GEX120901,1.0,1.59676347865762e-06,1.0
A0,GEX121105,1.0,1.59676347865762e-06,1.0
A0,GEX121163,1.0,1.59676347865762e-06,1.0
A0,GEX121254,1.0,1.59676347865762e-06,1.0
A0,GEX121407,1.0,1.59676347865762e-06,1.0
A0,GEX121523,1.0,1.59676347865762e-06,1.0
A0,GEX121646,1.0,1.59676347865762e-06,1.0
A0,GEX121843,1.0,1.59676347865762e-06,1.0
A0,GEX121926,1.0,1.59676347865762e-06,1.0
A0,GEX121932,1.0,1.59676347865762e-06,1.0
A0,GEX122100,1.0,1.59676347865762e-06,1.0
A0,GEX122363,1.0,1.59676347865762e-06,1.0
A0,GEX122498,1.0,1.59676347865762e-06,1.0
A0,GEX122501,0.9935205183585314,7.998031999923336e-07,0.9935622317596566
A0,GEX123332,1.0,1.59676347865762e-06,1.0
A0,GEX123412,0.9892008639308856,1.4123117189243077e-06,0.9893162393162394
A0,GEX123446,1.0,1.59676347865762e-06,1.0
A0,GEX123508,1.0,1.59676347865762e-06,1.0
A0,GEX123545,1.0,1.59676347865762e-06,1.0
A1,GEX000015,0.9999999999999999,9.598598633109482e-06,1.0
A1,GEX000188,0.9979919678714858,9.205992254344969e-06,0.9979959919839679
A1,GEX000249,0.9939759036144578,2.2727654927888454e-06,0.9940119760479041
A1,GEX000386,0.9999999999999999,9.598598633109482e-06,1.0
A1,GEX000387,0.9999999999999999,9.598598633109482e-06,1.0
