group_id,source,target,edge_type,disease_ids,disease_names,pathway_ids,pathway_names,source_db,min_pval,disease_count,go_terms,go_count,overlap_count,similarity,neg_log_pval,shared_pmid_count,shared_pmids
A0,GEX095371,GEX122498,gene_overlap,,,,,,,,,,1046.0,0.6466970780223791,0.4332956333884092,,
A0,GEX095785,GEX105818,gene_overlap,,,,,,,,,,610.0,0.4721692274084322,3.3688094781742515,,
A0,GEX096037,GEX104488,gene_overlap,,,,,,,,,,791.0,0.5724587458745874,1.6976101646829698,,
A0,GEX097484,GEX115158,gene_overlap,,,,,,,,,,837.0,0.998092967818832,11.46545595175121,,
A0,GEX098690,GEX111260,gene_overlap,,,,,,,,,,1440.0,0.8070817039831125,9.15422022196364e-25,,
A0,GEX101025,GEX108232,gene_overlap,,,,,,,,,,1103.0,0.6476962966483426,1.7179380411750308e-15,,
A0,GEX102556,GEX123446,gene_overlap,,,,,,,,,,1777.0,0.998988132385644,48.41691592230171,,
A0,GEX103638,GEX109627,gene_overlap,,,,,,,,,,1033.0,0.5983898923554096,0.0148213316296666,,
A0,GEX104234,GEX120483,gene_overlap,,,,,,,,,,867.0,0.5405430167597765,0.6591659983812947,,
A0,GEX104667,GEX118759,gene_overlap,,,,,,,,,,1845.0,0.9985929563394352,52.52254754540944,,
A0,GEX104689,GEX108308,gene_overlap,,,,,,,,,,815.0,0.6496619126552986,5.5975575112971734e-08,,
A0,GEX104798,GEX115325,gene_overlap,,,,,,,,,,1699.0,0.7945131684242096,8.9692716814916e-61,,
A0,GEX106348,GEX121926,gene_overlap,,,,,,,,,,1409.0,0.8076767727863685,1.7464065919833177e-66,,
A0,GEX106793,GEX121163,gene_overlap,,,,,,,,,,1353.0,0.7611150905809374,14.997980594143336,,
A0,GEX108290,GEX119866,gene_overlap,,,,,,,,,,1584.0,0.7952219303165373,6.571479606793587e-59,,
A0,GEX108727,GEX111842,gene_overlap,,,,,,,,,,1527.0,0.7475154017220486,6.670208667987291e-58,,
A0,GEX109123,GEX114367,gene_overlap,,,,,,,,,,1504.0,0.7599825708659379,8.735699879525652e-54,,
A0,GEX109688,GEX120136,gene_overlap,,,,,,,,,,1527.0,0.76103007033187,3.3497115772520357e-20,,
A0,GEX110341,GEX115475,gene_overlap,,,,,,,,,,981.0,0.6228103537087911,0.0056271320598482,,
A0,GEX111541,GEX122100,gene_overlap,,,,,,,,,,1159.0,0.6664153983769068,26.49321938581017,,
A0,GEX113419,GEX120769,gene_overlap,,,,,,,,,,1648.0,1.0,44.94073722558096,,
A0,GEX113420,GEX120770,gene_overlap,,,,,,,,,,1687.0,1.0,47.12364967062604,,
A0,GEX118994,GEX123545,gene_overlap,,,,,,,,,,471.0,0.9983050847457628,3.608000545646064,,
A1,GEX000015,GEX005970,gene_overlap,,,,,,,,,,1367.0,0.7071483356146581,1.2552870947117167e-26,,
A1,GEX000188,GEX036050,gene_overlap,,,,,,,,,,40.0,1.0,0.0257862818651834,,
A1,GEX000249,GEX003977,gene_overlap,,,,,,,,,,1304.0,0.8626424978589322,7.700866963558988e-06,,
A1,GEX000386,GEX005559,gene_overlap,,,,,,,,,,1407.0,0.7456412402137849,1.5184749060062414e-20,,
