threshold,cluster,cluster_nodes,cluster_genes,universe_genes,tested_terms,term_id,term_name,term_description,k_overlap,n_cluster_genes,m_term_genes,M_universe_genes,p_value,q_value,enrichment_ratio
080,6,917,43556,60887,124019,GEX086552,GSE184536-11-vs-13-human up,"Up genes in mrnaseq mock 4h lung adenocarcinoma virus 4 h a549 ace2 cells vs mrnaseq sarscov2 2h lung adenocarcinoma virus sars cov 2 (usa wa1/2020) moi=2 h a549 ace2 cells (GSE184536, human)",1997,43556,1997,60887,4.720591107043118e-297,5.925567688026143e-293,1.3979015520249796
080,6,917,43556,60887,124019,GEX118431,"GSE160304,GSE163392-7-vs-1-human dn","Dn genes comparing Group 7 vs Group 1 (GSE163392, human)",1997,43556,1997,60887,4.720591107043118e-297,5.925567688026143e-293,1.3979015520249796
080,6,917,43556,60887,124019,GEX004203,GSE233679-9-vs-13-human dn,"Dn genes in hcaec poly( c)+ nmn 1 mm rep coronary artery cell line endothelial cells vs hcaec poly( c) nmn 10 mm rep coronary artery cell line endothelial cells (GSE233679, human)",1996,43556,1996,60887,6.689132119462824e-297,5.925567688026143e-293,1.3979015520249791
080,6,917,43556,60887,124019,GEX015925,GSE213558-2-vs-5-human up,"Up genes in vsmcs replicate mpra vs hek293 pe vaf clone crispr/cas9 (GSE213558, human)",1996,43556,1996,60887,6.689132119462824e-297,5.925567688026143e-293,1.3979015520249791
080,7,1853,53117,60887,124019,GEX003060,"GSE226525,GSE226527-0-vs-8-human dn","Dn genes comparing Group 0 vs Group 8 (GSE226527, human)",2000,53117,2000,60887,1.9135835013394267e-121,4.953281969866225e-118,1.1462808517047272
080,7,1853,53117,60887,124019,GEX015081,GSE247506-5-vs-4-human up,"Up genes in vein blood con peripheral mononuclear cell group control vs vein blood crao peripheral mononuclear cell group v (GSE247506, human)",2000,53117,2000,60887,1.9135835013394267e-121,4.953281969866225e-118,1.1462808517047272
080,7,1853,53117,60887,124019,GEX020735,"GSE188111,GSE188123-5-vs-3-human up","Up genes comparing Group 5 vs Group 3 (GSE188123, human)",2000,53117,2000,60887,1.9135835013394267e-121,4.953281969866225e-118,1.1462808517047272
080,7,1853,53117,60887,124019,GEX022390,"GSE246886,GSE246889-2-vs-4-human dn","Dn genes comparing Group 2 vs Group 4 (GSE246889, human)",2000,53117,2000,60887,1.9135835013394267e-121,4.953281969866225e-118,1.1462808517047272
080,7,1853,53117,60887,124019,GEX026581,GSE160542-4-vs-3-human dn,"Dn genes in ctrl 4h cell line bci ns1.1 culture air liquid interphase day 26 untreated bronchus vs ho53 24h cell line bci ns1.1 culture air liquid interphase day 26 75 um bronchus (GSE160542, human)",2000,53117,2000,60887,1.9135835013394267e-121,4.953281969866225e-118,1.1462808517047272
080,7,1853,53117,60887,124019,GEX027898,GSE216570-3-vs-2-human up,"Up genes in hela input dataset 2 cell line (atcc ccl 2) human cervix cancer wild type sirna based knockdown ythdf1 ythdf3 rescue vs hek input dataset 2 cell line hek293t (atcc crl 3216) human embryo kidney wild type sirna based knockdown ythdf1 ythdf3 rescue (GSE216570, human)",2000,53117,2000,60887,1.9135835013394267e-121,4.953281969866225e-118,1.1462808517047272
080,7,1853,53117,60887,124019,GEX007633,GSE243230-4-vs-2-human dn,"Dn genes in mock 24h cell line t84 human colon carcinoma wt none vs ifnl 6h cell line t84 human colon carcinoma wt 100ng/ml infl1 3 (GSE243230, human)",1999,53117,1999,60887,2.2044505893594446e-121,4.953281969866225e-118,1.1462808517047274
080,7,1853,53117,60887,124019,GEX009431,GSE225725-2-vs-13-human dn,"Dn genes in exptcell na 24hrs pbmc derived expanded cells cell activation pregnenolone (200 \u00e2\u00b5m) yes 24 biological replicate technical vs exptcell na ut 0hrs pbmc derived expanded cells cell activation pregnenolone (200 \u00e2\u00b5m) 0 biological replicate technical (GSE225725, human)",1999,53117,1999,60887,2.2044505893594446e-121,4.953281969866225e-118,1.1462808517047274
080,7,1853,53117,60887,124019,GEX010974,GSE222592-4-vs-2-human up,"Up genes in shzdhhc7 22rv1 cell line prostate /infection wt vs plko 22rv1 cell line prostate /infection wt (GSE222592, human)",1999,53117,1999,60887,2.2044505893594446e-121,4.953281969866225e-118,1.1462808517047274
080,7,1853,53117,60887,124019,GEX031138,GSE227316-2-vs-3-human dn,"Dn genes in blood cell line peripheral lymphocytes cd8 il 2 (60iu) source (aldesleukin novartis) unstimulated human cd8+ cells vs pge2 blood cell line peripheral lymphocytes cd8 il 2 (60iu) + prostaglandin e2 (1um) source (aldesleukin novartis) (p5640 sigma) exhausted human cd8+ cells (GSE227316, human)",1999,53117,1999,60887,2.2044505893594446e-121,4.953281969866225e-118,1.1462808517047274
080,8,3906,55769,60887,124019,GEX003060,"GSE226525,GSE226527-0-vs-8-human dn","Dn genes comparing Group 0 vs Group 8 (GSE226527, human)",2000,55769,2000,60887,2.4962443399646273e-78,2.663234144448982e-75,1.0917714142265416
080,8,3906,55769,60887,124019,GEX015081,GSE247506-5-vs-4-human up,"Up genes in vein blood con peripheral mononuclear cell group control vs vein blood crao peripheral mononuclear cell group v (GSE247506, human)",2000,55769,2000,60887,2.4962443399646273e-78,2.663234144448982e-75,1.0917714142265416
080,8,3906,55769,60887,124019,GEX022390,"GSE246886,GSE246889-2-vs-4-human dn","Dn genes comparing Group 2 vs Group 4 (GSE246889, human)",2000,55769,2000,60887,2.4962443399646273e-78,2.663234144448982e-75,1.0917714142265416
080,8,3906,55769,60887,124019,GEX026030,GSE249721-5-vs-12-human up,"Up genes in pc9 ct 24h lung adenocarcinoma cell line epithelial subcloned yes dmso vs h4006 erlo 24h 1 lung adenocarcinoma cell line hcc4006 epithelial subcloned yes erlotinib um (GSE249721, human)",2000,55769,2000,60887,2.4962443399646273e-78,2.663234144448982e-75,1.0917714142265416
080,8,3906,55769,60887,124019,GEX026581,GSE160542-4-vs-3-human dn,"Dn genes in ctrl 4h cell line bci ns1.1 culture air liquid interphase day 26 untreated bronchus vs ho53 24h cell line bci ns1.1 culture air liquid interphase day 26 75 um bronchus (GSE160542, human)",2000,55769,2000,60887,2.4962443399646273e-78,2.663234144448982e-75,1.0917714142265416
080,8,3906,55769,60887,124019,GEX027898,GSE216570-3-vs-2-human up,"Up genes in hela input dataset 2 cell line (atcc ccl 2) human cervix cancer wild type sirna based knockdown ythdf1 ythdf3 rescue vs hek input dataset 2 cell line hek293t (atcc crl 3216) human embryo kidney wild type sirna based knockdown ythdf1 ythdf3 rescue (GSE216570, human)",2000,55769,2000,60887,2.4962443399646273e-78,2.663234144448982e-75,1.0917714142265416
080,8,3906,55769,60887,124019,GEX007633,GSE243230-4-vs-2-human dn,"Dn genes in mock 24h cell line t84 human colon carcinoma wt none vs ifnl 6h cell line t84 human colon carcinoma wt 100ng/ml infl1 3 (GSE243230, human)",1999,55769,1999,60887,2.7338448333984964e-78,2.663234144448982e-75,1.0917714142265418
080,8,3906,55769,60887,124019,GEX009431,GSE225725-2-vs-13-human dn,"Dn genes in exptcell na 24hrs pbmc derived expanded cells cell activation pregnenolone (200 \u00e2\u00b5m) yes 24 biological replicate technical vs exptcell na ut 0hrs pbmc derived expanded cells cell activation pregnenolone (200 \u00e2\u00b5m) 0 biological replicate technical (GSE225725, human)",1999,55769,1999,60887,2.7338448333984964e-78,2.663234144448982e-75,1.0917714142265418
080,8,3906,55769,60887,124019,GEX010974,GSE222592-4-vs-2-human up,"Up genes in shzdhhc7 22rv1 cell line prostate /infection wt vs plko 22rv1 cell line prostate /infection wt (GSE222592, human)",1999,55769,1999,60887,2.7338448333984964e-78,2.663234144448982e-75,1.0917714142265418
080,8,3906,55769,60887,124019,GEX031138,GSE227316-2-vs-3-human dn,"Dn genes in blood cell line peripheral lymphocytes cd8 il 2 (60iu) source (aldesleukin novartis) unstimulated human cd8+ cells vs pge2 blood cell line peripheral lymphocytes cd8 il 2 (60iu) + prostaglandin e2 (1um) source (aldesleukin novartis) (p5640 sigma) exhausted human cd8+ cells (GSE227316, human)",1999,55769,1999,60887,2.7338448333984964e-78,2.663234144448982e-75,1.0917714142265418
080,9,2437,51203,60887,124019,GEX000042,GSE243702-1-vs-3-human dn,"Dn genes in t21/gata1s/dyrk1a / day 4 megakaryocytes clone biol rep ipsc cell line tmd8 9 derived cd41+cd42b+ dyrk1a knockout hematopoietic eb differentiation vs t21/gata1s/dyrk1a+/+/+ day 7 progenitors biol rep ipsc cell line tmd8 clone 9 derived cd43+41+235+ dyrk1a untargeted hematopoietic eb differentiation (GSE243702, human)",2000,51203,2000,60887,6.005459137511095e-154,2.943057318473163e-150,1.1891295431908286
080,9,2437,51203,60887,124019,GEX003060,"GSE226525,GSE226527-0-vs-8-human dn","Dn genes comparing Group 0 vs Group 8 (GSE226527, human)",2000,51203,2000,60887,6.005459137511095e-154,2.943057318473163e-150,1.1891295431908286
080,9,2437,51203,60887,124019,GEX015081,GSE247506-5-vs-4-human up,"Up genes in vein blood con peripheral mononuclear cell group control vs vein blood crao peripheral mononuclear cell group v (GSE247506, human)",2000,51203,2000,60887,6.005459137511095e-154,2.943057318473163e-150,1.1891295431908286
080,9,2437,51203,60887,124019,GEX022223,GSE227465-3-vs-4-human dn,"Dn genes in hbl1 a20 24hr cell line human dlbcl cas9 engineered tnfaip3 ko vs tmd8 24hr acal cell line human dlbcl cas9 engineered ko 25 nm acalabrutinib 24h (GSE227465, human)",2000,51203,2000,60887,6.005459137511095e-154,2.943057318473163e-150,1.1891295431908286
080,9,2437,51203,60887,124019,GEX026581,GSE160542-4-vs-3-human dn,"Dn genes in ctrl 4h cell line bci ns1.1 culture air liquid interphase day 26 untreated bronchus vs ho53 24h cell line bci ns1.1 culture air liquid interphase day 26 75 um bronchus (GSE160542, human)",2000,51203,2000,60887,6.005459137511095e-154,2.943057318473163e-150,1.1891295431908286
080,9,2437,51203,60887,124019,GEX027898,GSE216570-3-vs-2-human up,"Up genes in hela input dataset 2 cell line (atcc ccl 2) human cervix cancer wild type sirna based knockdown ythdf1 ythdf3 rescue vs hek input dataset 2 cell line hek293t (atcc crl 3216) human embryo kidney wild type sirna based knockdown ythdf1 ythdf3 rescue (GSE216570, human)",2000,51203,2000,60887,6.005459137511095e-154,2.943057318473163e-150,1.1891295431908286
080,9,2437,51203,60887,124019,GEX007633,GSE243230-4-vs-2-human dn,"Dn genes in mock 24h cell line t84 human colon carcinoma wt none vs ifnl 6h cell line t84 human colon carcinoma wt 100ng/ml infl1 3 (GSE243230, human)",1999,51203,1999,60887,7.1874131714851e-154,2.943057318473163e-150,1.1891295431908286
080,9,2437,51203,60887,124019,GEX031138,GSE227316-2-vs-3-human dn,"Dn genes in blood cell line peripheral lymphocytes cd8 il 2 (60iu) source (aldesleukin novartis) unstimulated human cd8+ cells vs pge2 blood cell line peripheral lymphocytes cd8 il 2 (60iu) + prostaglandin e2 (1um) source (aldesleukin novartis) (p5640 sigma) exhausted human cd8+ cells (GSE227316, human)",1999,51203,1999,60887,7.1874131714851e-154,2.943057318473163e-150,1.1891295431908286
080,9,2437,51203,60887,124019,GEX035567,GSE204790-5-vs-6-human dn,"Dn genes in pax 48h cell line 293t cells human embryonic kidney parental time vs pax n3 24h cell line 293t cells human embryonic kidney time (GSE204790, human)",1999,51203,1999,60887,7.1874131714851e-154,2.943057318473163e-150,1.1891295431908286
080,9,2437,51203,60887,124019,GEX019954,GSE220620-2-vs-10-human up,"Up genes in mia paca 2 cells 1e5 bio rep cell line pdac na lxr inverse agonist time 48 hr vs mia paca 2 cells 3a4 bio rep cell line pdac na lxr inverse agonist time 48 hr (GSE220620, human)",1998,51203,1998,60887,8.601962691913138e-154,2.943057318473163e-150,1.1891295431908286
085,0,549,38057,50557,123888,GEX001183,"GSE209632,GSE209820-3-vs-5-human dn","Dn genes comparing Group 3 vs Group 5 (GSE209820, human)",1997,38057,1997,50557,7.4943714895602e-253,2.0354199303686567e-248,1.3284546863914652
085,0,549,38057,50557,123888,GEX046816,"GSE223405,GSE223406-9-vs-7-human dn","Dn genes comparing Group 9 vs Group 7 (GSE223406, human)",1997,38057,1997,50557,7.4943714895602e-253,2.0354199303686567e-248,1.3284546863914652
085,0,549,38057,50557,123888,GEX086552,GSE184536-11-vs-13-human up,"Up genes in mrnaseq mock 4h lung adenocarcinoma virus 4 h a549 ace2 cells vs mrnaseq sarscov2 2h lung adenocarcinoma virus sars cov 2 (usa wa1/2020) moi=2 h a549 ace2 cells (GSE184536, human)",1997,38057,1997,50557,7.4943714895602e-253,2.0354199303686567e-248,1.3284546863914652
085,0,549,38057,50557,123888,GEX098040,GSE57896-2-vs-3-human dn,"Dn genes in bat dmso day 7 time days replicate librarybatch b lane multiplex human pluripotent stem cell derived brown adipose cells vs wat syki 24 hours time replicate librarybatch lane multiplex human pluripotent stem cell derived white adipose cells (GSE57896, human)",1997,38057,1997,50557,7.4943714895602e-253,2.0354199303686567e-248,1.3284546863914652
085,0,549,38057,50557,123888,GEX015925,GSE213558-2-vs-5-human up,"Up genes in vsmcs replicate mpra vs hek293 pe vaf clone crispr/cas9 (GSE213558, human)",1996,38057,1996,50557,1.0092181966793319e-252,2.0354199303686567e-248,1.3284546863914652
085,0,549,38057,50557,123888,GEX070944,GSE182376-4-vs-0-human up,"Up genes in Group 4 vs Group 0 (GSE182376, human)",1996,38057,1996,50557,1.0092181966793319e-252,2.0354199303686567e-248,1.3284546863914652
085,0,549,38057,50557,123888,GEX055292,"GSE87237,GSE87239-0-vs-1-human up","Up genes comparing Group 0 vs Group 1 (GSE87239, human)",1995,38057,1995,50557,1.3590387129704828e-252,2.0354199303686567e-248,1.3284546863914652
085,0,549,38057,50557,123888,GEX059024,"GSE214108,GSE214110-7-vs-12-human up","Up genes comparing Group 7 vs Group 12 (GSE214110, human)",1995,38057,1995,50557,1.3590387129704828e-252,2.0354199303686567e-248,1.3284546863914652
085,0,549,38057,50557,123888,GEX018119,GSE206853-6-vs-7-human dn,"Dn genes in lncap rnaseq 24hr dmso rep cell line human prostate adenocarcinoma time 24 hours vs lncap rnaseq 24hr 1ae 5 \u00e2\u00b5m rep cell line human prostate adenocarcinoma um time 24 hours (GSE206853, human)",1994,38057,1994,50557,1.8301027928343665e-252,2.0354199303686567e-248,1.3284546863914655
085,0,549,38057,50557,123888,GEX028692,"GSE255774,GSE255775-4-vs-3-human dn","Dn genes comparing Group 4 vs Group 3 (GSE255775, human)",1994,38057,1994,50557,1.8301027928343665e-252,2.0354199303686567e-248,1.3284546863914655
085,1,464,30986,50557,123888,GEX000436,GSE241712-6-vs-7-human up,"Up genes in cell line hek.ddhx15 human embryonic kidney kd dtag13 vs cell line hek.ddhx15 human embryonic kidney kd dtag13 (GSE241712, human)",1707,30986,1707,50557,0.0,0.0,1.631607822887756
085,1,464,30986,50557,123888,GEX000520,"GSE242002,GSE242003-4-vs-3-human dn","Dn genes comparing Group 4 vs Group 3 (GSE242003, human)",1794,30986,1794,50557,0.0,0.0,1.631607822887756
085,1,464,30986,50557,123888,GEX002429,GSE242259-1-vs-11-human up,"Up genes in hl60 sgmir 663a rep tumor blood cell line acute myeloid leukemia lenticrisprvs none vs ht29 sgmir 663a rep tumor colon cell line colorectal adenocarcinoma lenticrisprvs none (GSE242259, human)",1498,30986,1498,50557,0.0,0.0,1.631607822887756
085,1,464,30986,50557,123888,GEX002909,"GSE213142,GSE240717-2-vs-1-human up","Up genes comparing Group 2 vs Group 1 (GSE240717, human)",1592,30986,1592,50557,0.0,0.0,1.631607822887756
085,1,464,30986,50557,123888,GEX003089,GSE228991-11-vs-5-human up,"Up genes in k562 negative ctrl bone marrow chronic myeloid leukemia cell line leukemic non target knockdown replicate vs ccd841 untreated normal colon epithelium fetus cell line con wt replicate (GSE228991, human)",1961,30986,1961,50557,0.0,0.0,1.631607822887756
085,1,464,30986,50557,123888,GEX003156,"GSE246642,GSE246643-1-vs-5-human dn","Dn genes comparing Group 1 vs Group 5 (GSE246643, human)",1831,30986,1831,50557,0.0,0.0,1.631607822887756
085,1,464,30986,50557,123888,GEX003219,GSE211128-9-vs-8-human dn,"Dn genes in huvecs cells biol rep siangptl4 cell line huvec primary endothlelial angptl4 knockdown vehicle control (pbs) time 24h vs huvecs cells biol ns cocl2 100 \u00e2\u00b5m cell line huvec primary endothlelial cobalt chloride (cocl2) time 24h (GSE211128, human)",1829,30986,1829,50557,0.0,0.0,1.631607822887756
085,1,464,30986,50557,123888,GEX003523,"GSE216249,GSE216250-11-vs-7-human dn","Dn genes comparing Group 11 vs Group 7 (GSE216250, human)",1725,30986,1725,50557,0.0,0.0,1.631607822887756
085,1,464,30986,50557,123888,GEX005175,"GSE200839,GSE233826-5-vs-4-human dn","Dn genes comparing Group 5 vs Group 4 (GSE233826, human)",1694,30986,1694,50557,0.0,0.0,1.631607822887756
085,1,464,30986,50557,123888,GEX005227,"GSE216249,GSE216250-3-vs-2-human dn","Dn genes comparing Group 3 vs Group 2 (GSE216250, human)",1498,30986,1498,50557,0.0,0.0,1.631607822887756
085,2,272,13300,50557,123888,GEX090539,GSE152377-9-vs-11-human dn,"Dn genes in pma iono captureseq stimulation 50 ng/ml 1 um ionomycin library type hiv alignment full length genome non na\u00e3\u00af resting cd4+ cells vs rmd rnaseq stimulation 20 nm romidpesin library type hiv alignment full length genome non na\u00e3\u00af resting cd4+ cells (GSE152377, human)",1972,13300,1972,50557,0.0,0.0,3.8012781954887225
085,2,272,13300,50557,123888,GEX039917,GSE193479-1-vs-2-human up,"Up genes in ncg mda stably transfected vector containing mir 200b 200a 429 human mammary tumor cell line vs ncg mda stably transfected vector containing mir 200c 141 human mammary tumor cell line (GSE193479, human)",1247,13300,1247,50557,0.0,0.0,3.801278195488722
085,2,272,13300,50557,123888,GEX043800,GSE146438-1-vs-9-human dn,"Dn genes in monocyte wtd 01nm stimulation 24hrwtd 0.1nm human vs cd8 cell stimulation activated presence nm human (GSE146438, human)",1852,13300,1852,50557,0.0,0.0,3.801278195488722
085,2,272,13300,50557,123888,GEX057737,GSE159392-7-vs-2-human up,"Up genes in neural progenitor cells parent #3 replicate ipsc derived none disease parental control vs neurons pths #4 replicate ipsc derived none disease (GSE159392, human)",1484,13300,1484,50557,0.0,0.0,3.801278195488722
085,2,272,13300,50557,123888,GEX093967,GSE159392-9-vs-2-human up,"Up genes in neural progenitor cells parent #2 replicate ipsc derived none disease parental control vs neurons pths #4 replicate ipsc derived none disease (GSE159392, human)",1378,13300,1378,50557,0.0,0.0,3.801278195488722
085,2,272,13300,50557,123888,GEX094412,GSE221793-5-vs-2-human up,"Up genes in hepg2 cell sh nc immunoprecipitation line human liver cancer wt vs hepg2 cell sh nc input line human liver cancer wt (GSE221793, human)",1238,13300,1238,50557,0.0,0.0,3.801278195488722
085,2,272,13300,50557,123888,GEX101576,GSE80963-5-vs-10-human dn,"Dn genes in pc 3 nusap1 overexpression rep passages 10 15 tumor prostatic adenocarcinoma prostate bone metastasis /variation vs du145 shrna nusap #2 knockdown 96 hrs rep passages 10 15 tumor prostatic carcinoma prostate brain metastasis /variation (GSE80963, human)",1940,13300,1940,50557,0.0,0.0,3.801278195488722
085,2,272,13300,50557,123888,GEX000544,"GSE213142,GSE240717-5-vs-4-human dn","Dn genes comparing Group 5 vs Group 4 (GSE240717, human)",1811,13300,1811,50557,0.0,0.0,3.8012781954887216
085,2,272,13300,50557,123888,GEX045938,GSE79888-4-vs-5-human dn,"Dn genes in diffuse large b cell lymphoma line gcb dlbcl sudhl6 treated dmso 24 hours replicate vs diffuse large b cell lymphoma line gcb dlbcl sudhl6 treated bcl6 inhibitor 24 hours replicate (GSE79888, human)",1798,13300,1798,50557,0.0,0.0,3.8012781954887216
085,2,272,13300,50557,123888,GEX058698,"GSE114492,GSE153671-2-vs-11-human dn","Dn genes comparing Group 2 vs Group 11 (GSE153671, human)",1986,13300,1986,50557,0.0,0.0,3.8012781954887216
085,3,421,29205,50557,123888,GEX000436,GSE241712-6-vs-7-human up,"Up genes in cell line hek.ddhx15 human embryonic kidney kd dtag13 vs cell line hek.ddhx15 human embryonic kidney kd dtag13 (GSE241712, human)",1707,29205,1707,50557,0.0,0.0,1.7311076870398907
085,3,421,29205,50557,123888,GEX000732,GSE220620-0-vs-10-human up,"Up genes in bxpc 3 cells dmso bio rep cell line pdac na vehicle time 48 hr vs mia paca 2 cells 3a4 bio rep cell line pdac na lxr inverse agonist time 48 hr (GSE220620, human)",1969,29205,1969,50557,0.0,0.0,1.7311076870398907
085,3,421,29205,50557,123888,GEX003045,GSE226590-6-vs-7-human up,"Up genes in yap1 120min tgfb knock kidney embryo cell line hek 293 cells immortalized human embryonic 1ng/ml time vs runx3 15min tgfb knock kidney embryo cell line hek 293 cells immortalized human embryonic 1ng/ml time (GSE226590, human)",1827,29205,1827,50557,0.0,0.0,1.7311076870398907
085,3,421,29205,50557,123888,GEX003089,GSE228991-11-vs-5-human up,"Up genes in k562 negative ctrl bone marrow chronic myeloid leukemia cell line leukemic non target knockdown replicate vs ccd841 untreated normal colon epithelium fetus cell line con wt replicate (GSE228991, human)",1961,29205,1961,50557,0.0,0.0,1.7311076870398907
085,3,421,29205,50557,123888,GEX004226,GSE206853-5-vs-8-human up,"Up genes in lncap rnaseq 6hr 1ae 5 \u00e2\u00b5m rep cell line human prostate adenocarcinoma um time 6 hours vs lncap rnaseq 24hr epi 001 2.5 \u00e2\u00b5m rep cell line human prostate adenocarcinoma um time 24 hours (GSE206853, human)",1970,29205,1970,50557,0.0,0.0,1.7311076870398907
085,3,421,29205,50557,123888,GEX005175,"GSE200839,GSE233826-5-vs-4-human dn","Dn genes comparing Group 5 vs Group 4 (GSE233826, human)",1694,29205,1694,50557,0.0,0.0,1.7311076870398907
085,3,421,29205,50557,123888,GEX013479,GSE149000-0-vs-1-human up,"Up genes in rsem sicyp3a5 1 cell line aspc pancreatic cancer disease pancreas /variation cyp3a5 knockdown vs rsem sinc 1 cell line aspc pancreatic cancer disease pancreas /variation (GSE149000, human)",1934,29205,1934,50557,0.0,0.0,1.7311076870398907
085,3,421,29205,50557,123888,GEX013677,"GSE155117,GSE240898-5-vs-8-human up","Up genes comparing Group 5 vs Group 8 (GSE240898, human)",1843,29205,1843,50557,0.0,0.0,1.7311076870398907
085,3,421,29205,50557,123888,GEX015726,GSE241874-3-vs-0-human up,"Up genes in rna seq ttc 549 dmso cell line rhabdoid tumor vs rna seq a204 dmso cell line rhabdoid tumor (GSE241874, human)",1711,29205,1711,50557,0.0,0.0,1.7311076870398907
085,3,421,29205,50557,123888,GEX021199,GSE227698-2-vs-1-human dn,"Dn genes in cell line mda mb 231 er breast cancer origin g0s2 overexpression control vs cell line t47d er+ breast cancer origin g0s2 overexpression 3 day (GSE227698, human)",1827,29205,1827,50557,0.0,0.0,1.7311076870398907
085,4,349,30234,50557,123888,GEX040138,GSE213013-2-vs-1-human dn,"Dn genes in u251 cells biological replicate cell line glioblastoma wt vs mcf7 cells st101 biological replicate cell line breast adenocarcinoma wt (GSE213013, human)",1581,30234,1581,50557,0.0,0.0,1.6721902493881065
085,4,349,30234,50557,123888,GEX066492,GSE162699-12-vs-13-human dn,"Dn genes in dmso 6h siupf1ll vehicle control sirna upf1ll specific hek 293 cells vs puromycin 25 sint \u00ee\u00bcg/ml sirna non targeting hek 293 cells (GSE162699, human)",1584,30234,1584,50557,0.0,0.0,1.6721902493881065
085,4,349,30234,50557,123888,GEX070590,GSE166824-6-vs-9-human up,"Up genes in msc d6 growth medium differentiation matrix hydrogel bone marrow derived cells vs msc ddr growth medium basal matrix polystyrene d3 bone marrow derived cells (GSE166824, human)",1959,30234,1959,50557,0.0,0.0,1.6721902493881065
085,4,349,30234,50557,123888,GEX076755,GSE109001-6-vs-8-human dn,"Dn genes in phaastro primary adult astrocyte donor gender male age 27yrs vs c9 ltnes d29 hipsc derived astrocyte donor gender male age teenager (GSE109001, human)",1982,30234,1982,50557,0.0,0.0,1.6721902493881065
085,4,349,30234,50557,123888,GEX077460,GSE207404-1-vs-10-human dn,"Dn genes in nan vs nan (GSE207404, human)",1982,30234,1982,50557,0.0,0.0,1.6721902493881065
085,4,349,30234,50557,123888,GEX087619,GSE164102-2-vs-4-human up,"Up genes in bulk arcuate organoid cells 100d maj vs bulk arcuate organoid cells 20d c3 (GSE164102, human)",1982,30234,1982,50557,0.0,0.0,1.6721902493881065
085,4,349,30234,50557,123888,GEX098330,GSE64962-4-vs-6-human dn,"Dn genes in corr l leucine total rna type seq corrected timepoint hours human fibroblast vs mut l leucine rpf type ribosomal profiling esco2 mutant timepoint hours human fibroblast (GSE64962, human)",1715,30234,1715,50557,0.0,0.0,1.6721902493881065
085,4,349,30234,50557,123888,GEX000388,GSE246602-4-vs-2-human up,"Up genes in igg blood cell line primary cd8+ cells wt vs b09/g02 contorsbody blood cell line primary cd8+ cells wt (GSE246602, human)",1462,30234,1462,50557,0.0,0.0,1.6721902493881062
085,4,349,30234,50557,123888,GEX000436,GSE241712-6-vs-7-human up,"Up genes in cell line hek.ddhx15 human embryonic kidney kd dtag13 vs cell line hek.ddhx15 human embryonic kidney kd dtag13 (GSE241712, human)",1707,30234,1707,50557,0.0,0.0,1.6721902493881062
085,4,349,30234,50557,123888,GEX000710,GSE180852-3-vs-2-human up,"Up genes in gs heart stage control healthy serum vs tgfb48 heart stage stimulated stimulate pdgf beta (GSE180852, human)",1909,30234,1909,50557,0.0,0.0,1.6721902493881062
085,5,516,31633,50557,123888,GEX000066,GSE233094-0-vs-1-human dn,"Dn genes in mgc803 sicontrol cell line human gastric cancer vs mgc803 sicxcr7 cell line human gastric cancer (GSE233094, human)",1849,31633,1849,50557,0.0,0.0,1.5982360193468848
085,5,516,31633,50557,123888,GEX000436,GSE241712-6-vs-7-human up,"Up genes in cell line hek.ddhx15 human embryonic kidney kd dtag13 vs cell line hek.ddhx15 human embryonic kidney kd dtag13 (GSE241712, human)",1707,31633,1707,50557,0.0,0.0,1.5982360193468848
085,5,516,31633,50557,123888,GEX000919,"GSE216249,GSE216250-11-vs-5-human dn","Dn genes comparing Group 11 vs Group 5 (GSE216250, human)",1945,31633,1945,50557,0.0,0.0,1.5982360193468848
085,5,516,31633,50557,123888,GEX001164,GSE133977-1-vs-2-human dn,"Dn genes in arcapm si diagnosis prostate cancer gender male repository source fibroblast id (atcc) vs du145 si diagnosis prostate cancer gender male repository source fibroblast id (atcc) (GSE133977, human)",1929,31633,1929,50557,0.0,0.0,1.5982360193468848
085,5,516,31633,50557,123888,GEX002189,GSE244112-4-vs-6-human up,"Up genes in wt d0 ipsc/ipsc derived cells vs tpm1ko d4 ipsc/ipsc derived cells (GSE244112, human)",1925,31633,1925,50557,0.0,0.0,1.5982360193468848
085,5,516,31633,50557,123888,GEX002219,"GSE216249,GSE216250-6-vs-0-human up","Up genes comparing Group 6 vs Group 0 (GSE216250, human)",1849,31633,1849,50557,0.0,0.0,1.5982360193468848
085,5,516,31633,50557,123888,GEX003509,GSE171700-7-vs-11-human up,"Up genes in e4 ipsc apoe replicate number vs e4 ia apoe astrocyte replicate number ipsc derived (GSE171700, human)",1933,31633,1933,50557,0.0,0.0,1.5982360193468848
085,5,516,31633,50557,123888,GEX003523,"GSE216249,GSE216250-11-vs-7-human dn","Dn genes comparing Group 11 vs Group 7 (GSE216250, human)",1725,31633,1725,50557,0.0,0.0,1.5982360193468848
085,5,516,31633,50557,123888,GEX003610,GSE185239-2-vs-3-human up,"Up genes in icp22 null infection p.. paa replicate [rna seq] human fetal foreskin fibroblasts time post hpi agent mutant herpes simplex virus 1 strain f (350 microg/ml) vs mock infection p.. paa replicate [rna seq] human fetal foreskin fibroblasts time post agent (350 microg/ml) (GSE185239, human)",1940,31633,1940,50557,0.0,0.0,1.5982360193468848
