generated_utc,n_common_ids,dim_used,row_cos_mean,row_cos_std,row_cos_p05,row_cos_p50,row_cos_p95,pairwise_spearman_mean,pairwise_spearman_std,pairwise_spearman_min,pairwise_spearman_max,pairwise_pearson_mean,pairwise_pearson_std,nn_overlap_overall_mean,nn_overlap_at10_mean,nn_overlap_at10_random,nn_overlap_at10_ratio,ari_overall_mean,ari_overall_std,ari_at10_mean
2026-02-12T16:00:35.694075+00:00,28437,384,0.0243587177246809,0.04547186195850372,-0.05087930932641029,0.024875951930880547,0.09820479750633238,0.027037715404381386,0.014539894606118564,0.007906194335782372,0.04229731310740415,0.028269634954631327,0.013307094582793381,0.021762777777777777,0.016155555555555555,0.005558643690939411,2.9063844444444444,0.003898188701371285,0.0008118315757913995,0.0026038993000246685
